episode,reward,epsilon,loss,steps,termination_cause
48,-149.6166406967329,0.9317089250548372,145.3212890625,89,unknown
49,-155.14369729452014,0.9303433348268314,3.4222018718719482,93,unknown
50,-429.68994356514366,0.9288773179555352,17.275388717651367,100,unknown
51,-117.22219426343209,0.9272382772093102,133.7794189453125,112,unknown
52,-105.78899596233758,0.9262008258610535,7.352074146270752,71,unknown
53,-130.3627603792057,0.9244793242682917,3.646401882171631,118,unknown
54,-118.28065619882523,0.9232413556603868,85.10759735107422,85,unknown
55,-152.42478291727497,0.9213949495933608,79.75448608398438,127,unknown
56,-301.89677591510895,0.9199728328871594,63.64970016479492,98,unknown
57,-336.34095976041266,0.9186543741745393,2.182569742202759,91,unknown
58,-122.80336138204869,0.9173812815885266,5.408372402191162,88,unknown
59,-60.281790141057236,0.9163988063105452,39.42966079711914,68,unknown
60,-151.15586218763002,0.915028093634447,2.129594087600708,95,unknown
61,-120.41399791372899,0.9129545154988046,13.717705726623535,144,unknown
62,-258.78974020094756,0.9109720008789286,23.412036895751953,138,unknown
63,-2.8442150467791265,0.9097244961371651,7.302600860595703,87,unknown
64,-121.53994761016887,0.9087077571726,3.475893259048462,71,unknown
65,-489.34975553675525,0.9075492838458556,3.6650357246398926,81,unknown
66,-72.93291559759764,0.9065208418938249,4.42233419418335,72,unknown
67,-130.34194376745472,0.9053510629409284,11.603590965270996,82,unknown
68,-277.71332026399057,0.9040974675766007,15.833906173706055,88,unknown
69,-166.85462349453377,0.9028030682517209,4.4509968757629395,91,unknown
70,-130.0747410107482,0.9013829135955875,10.82348346710205,100,unknown
71,-152.608532292385,0.9003618668498458,22.40252685546875,72,unknown
72,-115.00169125216098,0.8991863461899507,22.32855796813965,83,unknown
73,-71.77913269160788,0.8981962064798675,19.06987190246582,70,unknown
74,-106.42446896072299,0.8961629764363184,2.7308766841888428,144,unknown
75,-253.19701069737573,0.8947398002686524,119.60108184814453,101,unknown
76,-91.88294688037627,0.8929255607044664,0.6299585700035095,129,unknown
77,-56.722321521361955,0.8913255226566182,1.692690134048462,114,unknown
78,-166.4093239632206,0.8903445485596766,1.5372984409332275,70,unknown
79,-285.6312802651557,0.8890010723495574,54.39525604248047,96,unknown
80,-88.59425414814315,0.8879529762056813,53.86823654174805,75,unknown
81,-10.303113743213615,0.8869201379162279,39.421321868896484,74,unknown
82,-110.51527692703533,0.8856935547614739,12.2587308883667,88,unknown
83,-146.50192650589764,0.8841628534826549,4.2898783683776855,110,unknown
84,-127.7701814836479,0.8828986654064959,1.5254381895065308,91,unknown
85,-285.5779914032811,0.881705699149471,14.529905319213867,86,unknown
86,-127.24848372517432,0.8801684659851532,315.77813720703125,111,unknown
87,-274.71053655664014,0.8785788336429837,35.87016296386719,115,unknown
88,-103.64506402669387,0.877626515672081,5.9086103439331055,69,unknown
89,-105.44066498235172,0.8764686492457567,1.3588604927062988,84,unknown
90,-112.3538409960999,0.8747761239459716,17.8148250579834,123,unknown
91,-256.3536558306186,0.8734575372982747,1.0771358013153076,96,unknown
92,-140.65562302451076,0.8723466196610477,44.092323303222656,81,unknown
93,-373.16458004135154,0.8707993243544474,2.6062028408050537,113,unknown
94,-162.59777949325132,0.869159366210535,57.60749435424805,120,unknown
95,-228.95627460296953,0.8676862055936646,76.52772521972656,108,unknown
96,-24.13846368958812,0.8663245302956261,62.08272171020508,100,unknown
97,-387.8796873318428,0.8645848942358988,224.4922637939453,128,unknown
98,-144.01673886216287,0.8634588308389594,97.45785522460938,83,unknown
99,-283.550943828035,0.8616170789297641,282.8887023925781,136,unknown
100,-203.72271498639873,0.8601844879183212,35.935420989990234,106,unknown
101,-81.5643405530154,0.8583636220627702,2.3783068656921387,135,unknown
102,-88.12867671511808,0.8573268874614458,2.519144058227539,77,unknown
103,-120.54601140836289,0.8558884375112343,126.8232192993164,107,unknown
104,-82.26402974238951,0.8545464087833103,1.9630632400512695,100,unknown
105,-312.49069888518284,0.8535949252716897,3.6468935012817383,71,unknown
106,-119.7376819203519,0.8525643065727038,10.583041191101074,77,unknown
107,-202.81787221343365,0.8511744000416294,8.197651863098145,104,unknown
108,-154.242429414725,0.849453725469523,1.4631744623184204,129,unknown
109,-139.73860656437836,0.8481756222639982,4.080796241760254,96,unknown
110,-203.89850684972322,0.8464082924821521,5.847249984741211,133,unknown
111,-129.3981795829615,0.8447640816141365,190.60003662109375,124,unknown
112,-142.4852341354814,0.8434670264975332,9.55500602722168,98,unknown
113,-157.05094790700346,0.8424758123523164,39.29270935058594,75,unknown
114,-269.9184561569062,0.840562974748861,3.302441120147705,145,unknown
115,-325.2601076905212,0.8387204782230079,4.550046443939209,140,unknown
116,-63.06955318251527,0.8377745813008013,7.233670711517334,72,unknown
117,-86.03935992488383,0.8361219905077294,8.855438232421875,126,unknown
118,-164.8043321871371,0.8349306091813408,2.844991683959961,91,unknown
119,-101.10189872932182,0.8336757243821987,3.5455541610717773,96,unknown
120,-313.260462007275,0.8320056648670516,16.66216468811035,128,unknown
121,-108.00477757599012,0.830612330856797,1.6855545043945312,107,unknown
122,-308.4238531105746,0.829390329023169,42.339447021484375,94,unknown
123,-161.2789309205704,0.8281832097722779,75.9272689819336,93,unknown
124,-92.19194495533795,0.8267319560389218,4.319974899291992,112,unknown
125,-27.00440192646053,0.8257099319436493,3.009265899658203,79,unknown
126,-113.39974093965445,0.8248571201509891,162.12843322753906,66,unknown
127,-96.92779761736956,0.8230641121921061,115.07720947265625,139,unknown
128,-83.28389467271981,0.8219568473606611,2.0763211250305176,86,unknown
129,-68.63843141284983,0.8208640160984818,0.9076541662216187,85,unknown
130,-224.77711124448504,0.8198497130399997,34.9402961730957,79,unknown
131,-94.98092775470994,0.8190802481235399,6.902853965759277,60,unknown
132,-216.22708529856465,0.8178635012428179,173.65237426757812,95,unknown
133,-178.8102149526515,0.816469815530045,20.516338348388672,109,unknown
134,-262.43050647537933,0.8152316904157371,19.779279708862305,97,unknown
135,-13.48081128911032,0.813690028205282,28.306957244873047,121,unknown
136,-129.6603432275836,0.8119228607326197,6.784821033477783,139,unknown
137,-252.23904915302182,0.8107427950856194,10.472785949707031,93,unknown
138,-148.43278666236216,0.8094126594024041,13.800176620483398,105,unknown
139,-155.59749221702643,0.8075796279473075,17.872817993164062,145,unknown
140,-196.11709002542506,0.8060407810616715,6.1812334060668945,122,unknown
141,-302.76136047992566,0.8044421871837903,67.3590316772461,127,unknown
142,-138.16556950293264,0.8036629995732991,38.96138000488281,62,unknown
143,-114.70847965666852,0.8026713296165133,42.723262786865234,79,unknown
144,-86.71962347265065,0.8012801748716307,17.660566329956055,111,unknown
145,-222.97926782097431,0.7998291030216491,13.106412887573242,116,unknown
146,-74.94060141385015,0.7980316709556438,9.724470138549805,144,unknown
147,-99.27016056322648,0.7965495450689283,15.981425285339355,119,unknown
148,-100.32275499512522,0.7950951919112207,174.60128784179688,117,unknown
149,-43.62200637614685,0.7929127817813404,5.1126203536987305,176,unknown
150,-23.43822051658222,0.7917250717518919,2.622286319732666,96,unknown
151,-82.87861190785631,0.7905762884277486,1.7663540840148926,93,unknown
152,-225.7615502640133,0.7892690920150163,76.41932678222656,106,unknown
153,-27.185762411637512,0.7879519036429733,5.343527793884277,107,unknown
154,-130.75967702413428,0.7861706730630269,0.8910620808601379,145,unknown
155,-92.64515648943706,0.7853368189068306,2.7571942806243896,68,unknown
156,-145.7804651301766,0.7839410053936523,5.055864334106445,114,unknown
157,-250.15039733182562,0.7814010816531239,0.7589263319969177,208,unknown
158,-250.6979971900983,0.7797329543534305,1.3444604873657227,137,unknown
159,-130.67320830432942,0.779027886668507,6.981762886047363,58,unknown
160,-88.08580731135785,0.7778259824991256,5.40110969543457,99,unknown
161,-107.32928842637419,0.7761054977172551,1.0003752708435059,142,unknown
162,-150.41507313590319,0.7751500879280643,6.4668779373168945,79,unknown
163,-63.457507314002875,0.7732550922319325,11.476533889770508,157,unknown
164,-80.11455159897432,0.7723275101893518,17.49992561340332,77,unknown
165,-52.13516705349384,0.7708242276728007,7.546607494354248,125,unknown
166,-105.10826173399677,0.7699357591268957,2.643239736557007,74,unknown
167,-73.45944839290205,0.7688806272993254,3.4170310497283936,88,unknown
168,-106.29657047302399,0.7674921340624988,1.3019938468933105,116,unknown
169,-227.12986563728526,0.7657841473023589,1.4063796997070312,143,unknown
170,-152.7788330974824,0.763770858666673,21.81222152709961,169,unknown
171,-106.12025189510217,0.7626178613691014,1.329839825630188,97,unknown
172,-191.99487197469773,0.7612533185727237,101.29562377929688,115,unknown
173,-155.61867661035075,0.7599150520859166,3.345545530319214,113,unknown
174,-54.42597528843998,0.7580480683894983,6.618046760559082,158,unknown
175,-210.70101901139338,0.756704054277289,2.316735029220581,114,unknown
176,-141.0147827414031,0.7550099982274303,3.5608081817626953,144,unknown
177,-136.1445043030281,0.7533434474279493,312.2986755371094,142,unknown
178,-111.49107727572212,0.7523477496632023,25.450700759887695,85,unknown
179,-70.32040432152309,0.7513885300213853,7.571622848510742,82,unknown
180,-103.83534072843389,0.7505240173933978,7.0698771476745605,74,unknown
181,-122.33322477256131,0.7494973352521667,49.623802185058594,88,unknown
182,-126.60168305965544,0.7480997386441358,19.17588233947754,120,unknown
183,-131.36794047270598,0.7468907471924398,5.736420631408691,104,unknown
184,-79.29151546965312,0.7457302299801009,88.62083435058594,100,unknown
185,-136.59211557879118,0.7443633051111745,124.19668579101562,118,unknown
186,-79.51772682508135,0.7434612192973529,5.692972660064697,78,unknown
187,-93.80134279110091,0.7418911539465635,26.541213989257812,136,unknown
188,-101.19868667792541,0.7408310671181124,31.363866806030273,92,unknown
189,-73.50362373673018,0.7397841008164547,5.070181846618652,91,unknown
190,-143.88492136789358,0.7382338312968473,164.76446533203125,135,unknown
191,-28.126339141479804,0.7367213811731517,10.147218704223633,132,unknown
192,-113.95288394793945,0.7352922008754377,1.8190131187438965,125,unknown
193,-118.56414103678031,0.7345844313451021,10.87802791595459,62,unknown
194,-88.91602277843725,0.7334330169313579,3.748734951019287,101,unknown
195,-124.86143833293136,0.7322153141588551,2.0645201206207275,107,unknown
196,-63.48721176885084,0.7307387811332472,2.679875612258911,130,unknown
197,-121.73893384442988,0.7297864136524506,2.4018497467041016,84,unknown
198,-135.13653998736734,0.7284734295463285,20.127891540527344,116,unknown
199,-129.9328172143068,0.7271855538994909,36.37310028076172,114,unknown
200,-85.68751187637568,0.7253596190252978,43.5675048828125,162,unknown
201,-120.37207205667531,0.7237519285254771,17.790542602539062,143,unknown
202,-136.49393577581762,0.7220136489546153,1.7230188846588135,155,unknown
203,-88.62883749657676,0.7210063841186726,96.26217651367188,90,unknown
204,-101.2569460832678,0.7203133689745732,4.917322158813477,62,unknown
205,-178.69374365467021,0.7185951040441614,14.940048217773438,154,unknown
206,-110.61644997082591,0.7175150818791032,12.309648513793945,97,unknown
207,-81.35708302013717,0.7162924253399428,5.32232141494751,110,unknown
208,-54.5478028541439,0.714551239205646,77.99420928955078,157,unknown
209,-77.85054859066096,0.7137763815147813,1.6261813640594482,70,unknown
210,-179.90069686656307,0.7124391146760047,51.990089416503906,121,unknown
211,-158.05108641971594,0.7111155604420714,260.52276611328125,120,unknown
212,-43.36710072848457,0.7103337030524053,25.671152114868164,71,unknown
213,-93.83115070234726,0.7089484572931203,6.230637073516846,126,unknown
214,-58.7137982393934,0.7071826491182106,39.11368942260742,161,unknown
215,-90.73397652243638,0.7060882569498188,54.28179168701172,100,unknown
216,-60.656914394627435,0.7052358963702016,25.773902893066406,78,unknown
217,-110.00950751216214,0.7035236036679826,141.3229522705078,157,unknown
218,-116.21050637001518,0.7021852525590516,1.4512767791748047,123,unknown
219,-99.58747926217312,0.700784560549518,2.991549253463745,129,unknown
220,-179.06969980119374,0.6991271739860814,23.123615264892578,153,unknown
221,-35.916554868450135,0.6974847996977812,6.261959075927734,152,unknown
222,-126.83901073688637,0.6963634648159517,216.81784057617188,104,unknown
223,-96.46829682789622,0.6954161599276195,132.10955810546875,88,unknown
224,-123.18561668495101,0.6944809846616428,7.217388153076172,87,unknown
225,-92.83806999395378,0.6928182241083662,2.338848114013672,155,unknown
226,-52.1563542066796,0.6918761150951653,17.405426025390625,88,unknown
227,-81.49307767662097,0.6898253944298733,32.562835693359375,192,unknown
228,-61.00407860514737,0.6888344332618109,5.662574291229248,93,unknown
229,-68.3525261193038,0.6879938547602994,1.3291815519332886,79,unknown
230,-199.88263078518386,0.6869526486806314,26.48965835571289,98,unknown
231,-96.62451750114708,0.6848964943573823,2.086635112762451,194,unknown
232,-126.14674483677119,0.6836807748465686,7.61652946472168,115,unknown
233,-130.23121621990714,0.6825833462164109,5.017368793487549,104,unknown
234,-61.024493240471344,0.6810459313539672,18.580181121826172,146,unknown
235,-84.17962339891996,0.6793444054329817,1.4431689977645874,162,unknown
236,-125.71763469471222,0.677469659177085,18.7205867767334,179,unknown
237,-192.30359365878587,0.6763934269591179,1.342319130897522,103,unknown
238,-74.44031797111133,0.6750793809936793,2.036674976348877,126,unknown
239,-131.2055569598439,0.6737369040044395,111.2028579711914,129,unknown
240,-122.3939988278581,0.6724906768390052,85.01468658447266,120,unknown
241,-30.297171737191533,0.6715058464638,11.721131324768066,95,unknown
242,-72.86848362992895,0.6698816986856002,1.807689905166626,157,unknown
243,-121.24750641474043,0.6685091493909964,170.3982391357422,133,unknown
244,-114.92964262979362,0.6673659652360121,3.0243921279907227,111,unknown
245,-46.1180755952596,0.6654858676483305,8.367639541625977,183,unknown
246,-97.30210622439635,0.6637853768448075,1.7450294494628906,166,unknown
247,-66.4456123890933,0.662314058228952,4.987705707550049,144,unknown
248,-80.67985515835925,0.6609582652922026,3.248897075653076,133,unknown
249,-158.8836433976747,0.6597985466697207,0.9870262742042542,114,unknown
250,-84.32121734102122,0.6582962305395591,1.5624802112579346,148,unknown
251,-51.44925705857776,0.6570302658969909,2.305363416671753,125,unknown
252,-110.2030176915837,0.6560799963859012,5.3983869552612305,94,unknown
253,-159.27247505018414,0.6544558617507529,8.074894905090332,161,unknown
254,-59.52093918787644,0.6534191026609054,52.228511810302734,103,unknown
255,-102.59431686608691,0.6526251236599484,1.82884681224823,79,unknown
256,-96.64053813350225,0.6514812229747688,1.1237510442733765,114,unknown
257,-89.1357569436457,0.6500794028806152,25.459941864013672,140,unknown
258,-82.47646450545507,0.6483716113413102,18.54685401916504,171,unknown
259,-248.98059062808755,0.6471561585273787,3.7276079654693604,122,unknown
260,-67.33210432657907,0.6462710335222355,12.160215377807617,89,unknown
261,-151.0737305331576,0.6451193565039361,12.902172088623047,116,unknown
262,-68.26466551619687,0.6443957349125878,3.798692226409912,73,unknown
263,-65.95565009422762,0.6436235225040203,1.949554443359375,78,unknown
264,-98.71682384856751,0.6428325519049285,31.416244506835938,80,unknown
265,-29.372846516877786,0.641963701474866,2.5290188789367676,88,unknown
266,-113.99188711023751,0.6408991252182779,36.80310821533203,108,unknown
267,-231.21673107769385,0.6396890227903569,2.8082995414733887,123,unknown
268,-63.55504187268619,0.6385991065815411,5.8397135734558105,111,unknown
269,-13.96129703624517,0.6377462563428473,17.990238189697266,87,unknown
270,-136.55955831897057,0.635858709982868,57.0270881652832,193,unknown
271,-82.4884474821413,0.6340550942968428,3.8798816204071045,185,unknown
272,-22.49381366861732,0.6327521600710274,881.8037109375,134,unknown
273,-10.573817078163046,0.6315587418145396,230.05064392089844,123,unknown
274,-55.157267566545656,0.6297297140089948,87.6766357421875,189,unknown
275,-93.95081923722131,0.6283593093043897,14.243966102600098,142,unknown
276,-87.79975721907076,0.6270979356463932,14.789134979248047,131,unknown
277,-66.9511890727407,0.6263866202604165,5.222599029541016,74,unknown
278,-54.02564442876154,0.6255802435874311,32.72328567504883,84,unknown
279,-97.50968083254547,0.6243345030991923,1.3164118528366089,130,unknown
280,-40.27132802278852,0.6231678760823038,6.721595764160156,122,unknown
281,-151.55653760793209,0.6213747607516311,341.69219970703125,188,unknown
282,-118.55964117314532,0.6201096160853392,3.095581293106079,133,unknown
283,-84.75671338597417,0.6192835561801793,1.5641440153121948,87,unknown
284,-113.57976502172721,0.6166142013637864,3.7999565601348877,282,unknown
285,-101.71309643021226,0.6151240801542178,3.8979885578155518,158,unknown
286,-116.22056273272494,0.6138257883777363,18.633485794067383,138,unknown
287,-80.44255056360782,0.612436731973606,15.965145111083984,148,unknown
288,-29.40162647790507,0.6107799885123731,3.6798946857452393,177,unknown
289,-116.70828700851128,0.6094823518817786,2.4912898540496826,139,unknown
290,-114.72498318530242,0.6081970211693863,24.329925537109375,138,unknown
291,-136.49158275556695,0.6059594266450649,10.169689178466797,241,unknown
292,-90.84758869930177,0.6035093537378375,1.7934091091156006,265,unknown
293,-229.27638163738624,0.599849892323422,1.5028939247131348,398,unknown
294,-59.60278532973517,0.5983307434130065,1.8744187355041504,166,unknown
295,-117.80416250438108,0.597362880963208,8.630491256713867,106,unknown
296,-33.24198545477,0.5959961828452693,23.993253707885742,150,unknown
297,-79.52004422074583,0.5944150876111916,4.051258563995361,174,unknown
298,-50.91373958371176,0.5934813100991393,3.996673583984375,103,unknown
299,-143.65907312467985,0.5915192695229918,1.7434401512145996,217,unknown
300,-83.51405834404802,0.5898701519336799,5.555141925811768,183,unknown
301,-24.090161402433324,0.5890519694817771,17.071651458740234,91,unknown
302,-106.40888200235753,0.587088016188326,5.782022476196289,219,unknown
303,-59.02034523476881,0.5856666171309923,5.135469913482666,159,unknown
304,-71.81204657535179,0.5850687899241747,4.399109840393066,67,unknown
305,-57.4645387610856,0.5835193382242667,51.29889678955078,174,unknown
306,-91.11423298687845,0.5822492978674392,235.19276428222656,143,unknown
307,-91.16896041796991,0.5812212766322989,14.017647743225098,116,unknown
308,-76.85782063865705,0.5803278063650884,15.362460136413574,101,unknown
309,-36.161764120787396,0.5794270149838824,21.584157943725586,102,unknown
310,-64.00600514893628,0.5781931253799448,109.09086608886719,140,unknown
311,-64.75373173199466,0.5775596737764652,30.018821716308594,72,unknown
312,-95.00741498938541,0.5762775058405859,1.3478610515594482,146,unknown
313,-113.3668503721123,0.5753485697154541,4.216403007507324,106,unknown
314,-69.07443572463146,0.5738709199111548,253.29978942871094,169,unknown
315,-316.0830739930771,0.5720840818547088,4.916653156280518,205,unknown
316,-86.22282041230457,0.5705982605225364,4.375638008117676,171,unknown
317,-26.791075637328575,0.5698526041971465,4.547773838043213,86,unknown
318,-127.5462667423455,0.5680276666017331,1.581308126449585,211,unknown
319,-116.32821076102066,0.5659768935796872,23.311582565307617,238,unknown
320,-31.78862741663319,0.5653323254017519,18.841203689575195,75,unknown
321,-71.63675793198715,0.5643798419186368,1.7033652067184448,111,unknown
322,-180.46072361060465,0.5625826593759946,47.64128875732422,210,unknown
323,-36.76211683171629,0.5614221211216462,9.811515808105469,136,unknown
324,-82.17340643283072,0.5599326464748078,2.583258867263794,175,unknown
325,-131.77829035164004,0.5588544305541776,64.54431915283203,127,unknown
326,-180.81181760767697,0.5570681019421567,92.2862319946289,211,unknown
327,-8.482821738995796,0.555928481266824,19.66742706298828,135,unknown
328,-25.025613336933134,0.5552880442196448,6.231980323791504,76,unknown
329,-139.36323627491754,0.5541188151304964,12.334531784057617,139,unknown
330,-116.00770990190622,0.5517299288551327,2.3802616596221924,285,unknown
331,-24.25421682695749,0.550385424895584,9.336424827575684,161,unknown
332,-53.572776305763675,0.5494106240567453,30.437885284423828,117,unknown
333,-54.77019199137599,0.5475662190012465,2.475132703781128,222,unknown
334,-44.10411198345405,0.5463569464133451,41.53297805786133,146,unknown
335,-125.24225667177492,0.543543985503429,4.192421913146973,341,unknown
336,-64.98295531695032,0.5428535073711949,2.457343816757202,84,unknown
337,-84.76816746638445,0.5415082138564201,2.870943546295166,164,unknown
338,-23.379295950451066,0.5402646355788862,1.9236398935317993,152,unknown
339,-73.32487230625048,0.5394563659360125,23.30550765991211,99,unknown
340,21.566030717302638,0.5378600838209179,23.716737747192383,196,unknown
341,-68.83318945973525,0.5367230706565612,5.847068786621094,140,unknown
342,-20.188692749216656,0.5357829817653736,3.1810131072998047,116,unknown
343,-85.94983670357038,0.5345135112446849,5.930149555206299,157,unknown
344,-32.153161377360945,0.5333037403103301,41.18611145019531,150,unknown
345,-74.13038978065018,0.5314786957124347,8.61550521850586,227,unknown
346,-34.8180470691988,0.5305967934277372,2.2020223140716553,110,unknown
347,-64.01655304723577,0.5289495737821149,2.950568199157715,206,unknown
348,-73.59484151386977,0.5275705914991944,9.278219223022461,173,unknown
349,-81.63531997240804,0.5264019756889402,2.47587251663208,147,unknown
350,-40.14435276284426,0.5252837454811842,2.677001714706421,141,unknown
351,-318.9903283737154,0.5174279961461637,7.256801605224609,1000,truncation
352,-183.72010351385552,0.5147247607292907,8.527486801147461,348,unknown
353,-94.39372308017562,0.5129081486041234,3.273052215576172,235,unknown
354,-36.10119211503401,0.511836985968982,8.549211502075195,139,unknown
355,-115.02778385768363,0.5098017038375029,40.485286712646484,265,unknown
356,-73.18942530056259,0.5090436565871346,5.551922798156738,99,unknown
357,-44.5370894604293,0.5077525028495538,6.97376012802124,169,unknown
358,-59.47469346921901,0.5072187696677911,3.8731746673583984,70,unknown
359,-267.8845419198045,0.50521142647479,42.473548889160156,264,unknown
360,-97.10206296194457,0.5029636976322047,9.309045791625977,297,unknown
361,-470.06876986068085,0.4954768662387599,7.288379669189453,1000,truncation
362,-81.94854970827944,0.49443122471310436,9.457415580749512,141,unknown
363,-58.26779566318492,0.49362457425089296,43.04297637939453,109,unknown
364,-230.3928158015887,0.49138991740856214,2.2386868000030518,303,unknown
365,-40.00177974819808,0.49042726736426,0.8913079500198364,131,unknown
366,-20.52797690712282,0.4895839235644631,9.665772438049316,115,unknown
367,-101.19120059848684,0.48817220034908704,28.336572647094727,193,unknown
368,-32.64273529071404,0.48755918847703406,8.110626220703125,84,unknown
369,-48.01192754941857,0.48675773152484775,5.69296932220459,110,unknown
370,-66.02091555799021,0.48548571073996233,5.939640522003174,175,unknown
371,-260.3697073249068,0.4823038300167146,13.54482650756836,440,unknown
372,-388.36067723177143,0.47780977731514707,12.388587951660156,627,unknown
373,-4.145786280926174,0.4770973548699054,3.424654483795166,100,unknown
374,-274.4999480096842,0.47278424279068015,5.475979328155518,609,unknown
375,21.245118652340565,0.47148266567130287,162.82188415527344,185,unknown
376,-33.369726617709304,0.4699540573061708,13.302836418151855,218,unknown
377,-472.6498894955476,0.46769937891876323,6.156040191650391,323,unknown
378,-86.70029089904989,0.46656616891324176,4.191206455230713,163,unknown
379,-58.53844475802113,0.46576158566775955,78.71133422851562,116,unknown
380,-73.49212213599868,0.4649032323280074,81.69718933105469,124,unknown
381,-305.4230462462246,0.46082280271955145,11.776636123657227,593,unknown
382,-209.5060242534064,0.45606448806812155,3.13289737701416,699,unknown
383,-12.548620205995348,0.45523290852783677,6.792662620544434,123,unknown
384,-134.75019933665646,0.453595034182617,3.7372055053710938,243,unknown
385,-16.198415950099488,0.45299681200638137,2.2337570190429688,89,unknown
386,-502.01402369023515,0.44633586058939295,6.148184299468994,1000,truncation
387,-247.63409579803732,0.4433482366759544,4.404585361480713,454,unknown
388,-67.0784693090782,0.44218303281413474,1.039689064025879,178,unknown
389,-157.56203403086772,0.4381384029277565,8.455538749694824,622,unknown
390,-369.16481753678346,0.4333424255604526,3.5826830863952637,746,unknown
391,-32.49085169364504,0.4326657851503139,7.534791946411133,106,unknown
392,-463.5653817392954,0.42634087604956994,5.049907207489014,1000,truncation
393,-265.70373280134254,0.42382782031765537,6.972840785980225,402,unknown
394,-12.597142563986992,0.42306225825522437,368.7434387207031,123,unknown
395,-321.5125551309595,0.41944873329109766,14.024185180664062,584,unknown
396,-54.26180249646289,0.41855083426029005,4.104210376739502,146,unknown
397,-31.094974245157616,0.417581593790119,18.523582458496094,158,unknown
398,-266.95991841472,0.41444002031714017,23.678239822387695,515,unknown
399,-203.85134681943237,0.41126508075669216,130.53636169433594,525,unknown
400,-5.021111935963432,0.40973895782085384,14.155902862548828,254,unknown
401,-436.5884846417962,0.4037929958443487,4.462122917175293,1000,truncation
402,-485.79900992903157,0.39794531197494704,11.400461196899414,1000,truncation
403,-211.53086612646334,0.3952764214876461,7.0497331619262695,462,unknown
404,-29.070265682454377,0.39411594543277584,2.4377806186676025,202,unknown
405,-473.9449818055946,0.3884282091379725,4.917703628540039,1000,truncation
406,-173.17586127685414,0.3869423962033323,13.847594261169434,264,unknown
407,-413.4795102479717,0.38137322824823067,1149.2474365234375,1000,truncation
408,-445.7618429890597,0.3758961105428501,16.14742088317871,1000,truncation
